GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,AF43E001,AF43E002,AF43E003,AF43E004,AF43E005,AF43E006,AF43E007,AF43E008,NAME_M,AF2LM001,AF2UM001,AF2UM002,AF2UM003,AF2UM004,AF2UM005,AF2UM006,AF2UM007,AF2UM008,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021,AF43M001,AF43M002,AF43M003,AF43M004,AF43M005,AF43M006,AF43M007,AF43M008
"G09000502532002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2532, Litchfield County, Connecticut",2785,2785,2690,2501,0,0,149,0,0,40,0,40,95,95,0,0,0,0,0,0,0,0,2770,44,52,90,0,14,56,2514,"Block Group 2, Census Tract 2532, Litchfield County, Connecticut",394,394,400,419,12,12,139,12,12,58,12,58,80,80,12,12,12,12,12,12,12,12,391,41,56,125,12,22,87,412
"G09000502532003","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2532, Litchfield County, Connecticut",2447,2447,1936,1514,211,0,53,0,21,137,21,116,511,222,0,0,0,0,289,0,0,0,2447,281,153,0,45,207,0,1761,"Block Group 3, Census Tract 2532, Litchfield County, Connecticut",491,491,422,333,269,12,81,12,34,154,35,149,374,126,12,12,12,12,384,12,12,12,491,217,164,12,74,161,12,355
"G09000502533001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2533, Litchfield County, Connecticut",678,678,664,649,0,0,15,0,0,0,0,0,14,5,0,0,0,0,9,0,0,0,672,6,43,7,21,70,14,511,"Block Group 1, Census Tract 2533, Litchfield County, Connecticut",144,144,144,146,12,12,19,12,12,12,12,12,13,8,12,12,12,12,10,12,12,12,143,9,69,10,26,72,17,142
"G09000502533002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2533, Litchfield County, Connecticut",1558,1558,1425,1217,101,0,24,0,0,83,0,83,133,48,0,0,0,0,41,44,25,19,1538,32,5,11,11,16,7,1456,"Block Group 2, Census Tract 2533, Litchfield County, Connecticut",194,194,189,191,87,12,36,12,12,79,12,79,52,29,12,12,12,12,33,38,25,32,198,32,8,12,12,15,9,200
"G09000502534001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2534, Litchfield County, Connecticut",2183,2183,2093,1968,0,0,54,0,23,48,0,48,90,10,0,0,0,0,40,40,40,0,2183,21,10,41,22,27,12,2050,"Block Group 1, Census Tract 2534, Litchfield County, Connecticut",380,380,383,386,12,12,63,12,37,67,12,67,110,18,12,12,12,12,56,55,55,12,380,35,16,43,35,32,20,379
"G09000502534002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2534, Litchfield County, Connecticut",1078,1078,1064,1064,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,1078,9,0,57,0,0,0,1012,"Block Group 2, Census Tract 2534, Litchfield County, Connecticut",265,265,270,270,12,12,12,12,12,12,12,12,24,24,12,12,12,12,12,12,12,12,265,16,12,84,12,12,12,272
"G09000502534003","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2534, Litchfield County, Connecticut",1171,1171,984,984,0,0,0,0,0,0,0,0,187,67,0,0,0,0,120,0,0,0,1171,0,0,0,0,133,0,1038,"Block Group 3, Census Tract 2534, Litchfield County, Connecticut",340,340,309,309,12,12,12,12,12,12,12,12,192,85,12,12,12,12,170,12,12,12,340,12,12,12,12,171,12,321
"G09000502534004","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2534, Litchfield County, Connecticut",1542,1542,1542,1484,0,0,48,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,1542,3,5,77,2,60,0,1395,"Block Group 4, Census Tract 2534, Litchfield County, Connecticut",338,338,338,340,12,12,67,12,12,16,12,16,12,12,12,12,12,12,12,12,12,12,338,7,8,117,5,69,12,329
"G09000502535001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2535, Litchfield County, Connecticut",1570,1570,1555,1542,0,0,13,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,1570,50,29,16,16,46,17,1396,"Block Group 1, Census Tract 2535, Litchfield County, Connecticut",324,324,322,321,12,12,20,12,12,12,12,12,24,24,12,12,12,12,12,12,12,12,324,38,33,26,25,45,29,326
"G09000502535002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2535, Litchfield County, Connecticut",1618,1618,1403,1330,0,0,73,0,0,0,0,0,215,27,0,0,0,0,0,188,188,0,1618,0,0,16,0,17,0,1585,"Block Group 2, Census Tract 2535, Litchfield County, Connecticut",364,364,316,331,12,12,115,12,12,12,12,12,269,46,12,12,12,12,12,266,266,12,364,12,12,25,12,28,12,367
"G09000502535003","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2535, Litchfield County, Connecticut",790,790,773,773,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,790,0,0,33,0,78,50,629,"Block Group 3, Census Tract 2535, Litchfield County, Connecticut",291,291,286,286,12,12,12,12,12,12,12,12,27,12,12,12,12,12,27,12,12,12,291,12,12,36,12,89,77,284
"G09000502535004","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2535, Litchfield County, Connecticut",1985,1985,1937,1911,0,0,15,0,0,11,0,11,48,48,0,0,0,0,0,0,0,0,1985,182,0,33,0,0,0,1770,"Block Group 4, Census Tract 2535, Litchfield County, Connecticut",325,325,323,324,12,12,23,12,12,17,12,17,73,73,12,12,12,12,12,12,12,12,325,165,12,52,12,12,12,323
"G09000502536001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2536, Litchfield County, Connecticut",1239,1239,1056,907,7,0,130,0,0,12,0,12,183,129,0,0,0,0,54,0,0,0,1239,70,95,51,37,129,19,838,"Block Group 1, Census Tract 2536, Litchfield County, Connecticut",228,228,243,216,12,12,132,12,12,24,12,24,112,109,12,12,12,12,80,12,12,12,228,70,78,62,30,108,24,193
"G09000502536002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"253600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2536, Litchfield County, Connecticut",1172,1172,1145,1094,32,0,0,0,0,19,0,19,27,27,0,0,0,0,0,0,0,0,1172,95,115,141,52,70,39,660,"Block Group 2, Census Tract 2536, Litchfield County, Connecticut",203,203,206,200,31,12,12,12,12,34,12,34,46,46,12,12,12,12,12,12,12,12,203,69,71,86,47,52,37,200
"G09000502602001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"260200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2602, Litchfield County, Connecticut",1192,1192,1044,1044,0,0,0,0,0,0,0,0,148,148,0,0,0,0,0,0,0,0,1162,18,71,5,8,157,0,903,"Block Group 1, Census Tract 2602, Litchfield County, Connecticut",226,226,213,213,12,12,12,12,12,12,12,12,144,144,12,12,12,12,12,12,12,12,219,21,77,8,12,136,12,245
"G09000502602002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"260200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2602, Litchfield County, Connecticut",745,745,745,737,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,16,14,9,54,18,0,634,"Block Group 2, Census Tract 2602, Litchfield County, Connecticut",158,158,158,158,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,158,25,15,15,63,29,12,164
"G09000502602003","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"260200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2602, Litchfield County, Connecticut",1293,1293,1183,1170,6,0,0,0,0,7,0,7,110,38,0,0,0,0,72,0,0,0,1176,28,72,17,8,134,6,911,"Block Group 3, Census Tract 2602, Litchfield County, Connecticut",231,231,223,223,9,12,12,12,12,12,12,12,119,59,12,12,12,12,104,12,12,12,237,43,104,20,11,94,9,224
"G09000502611001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"261100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2611, Litchfield County, Connecticut",527,527,446,436,0,0,10,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,527,11,16,0,0,31,0,469,"Block Group 1, Census Tract 2611, Litchfield County, Connecticut",213,213,166,163,12,12,15,12,12,12,12,12,115,115,12,12,12,12,12,12,12,12,213,19,25,12,12,30,12,212
"G09000502611002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"261100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2611, Litchfield County, Connecticut",1411,1411,1344,1308,5,0,23,0,2,6,0,6,67,67,0,0,0,0,0,0,0,0,1283,11,42,3,31,2,45,1149,"Block Group 2, Census Tract 2611, Litchfield County, Connecticut",270,270,261,258,13,12,22,12,5,13,12,13,60,60,12,12,12,12,12,12,12,12,266,16,45,9,33,4,32,255
"G09000502611003","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"261100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2611, Litchfield County, Connecticut",813,813,804,731,73,0,0,0,0,0,0,0,9,0,0,0,0,0,8,1,1,0,813,1,0,32,24,45,0,711,"Block Group 3, Census Tract 2611, Litchfield County, Connecticut",245,245,245,246,86,12,12,12,12,12,12,12,14,12,12,12,12,12,14,3,3,12,245,3,12,53,38,80,12,242
"G09000502611004","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"261100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2611, Litchfield County, Connecticut",918,918,918,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,15,23,57,12,9,11,791,"Block Group 4, Census Tract 2611, Litchfield County, Connecticut",191,191,191,191,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,191,23,22,66,19,14,20,191
"G09000502621001","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"262100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2621, Litchfield County, Connecticut",1378,1378,1378,1326,0,0,28,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,1378,48,41,27,20,19,0,1223,"Block Group 1, Census Tract 2621, Litchfield County, Connecticut",235,235,235,229,12,12,27,12,12,39,12,39,12,12,12,12,12,12,12,12,12,12,235,75,41,36,23,42,12,232
"G09000502621002","2012-2016",,,"Connecticut","09","Litchfield County","005",,,"262100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2621, Litchfield County, Connecticut",721,721,708,587,17,10,0,0,0,94,0,94,13,13,0,0,0,0,0,0,0,0,666,60,78,56,11,90,0,371,"Block Group 2, Census Tract 2621, Litchfield County, Connecticut",220,220,222,196,24,16,12,12,12,92,12,92,20,20,12,12,12,12,12,12,12,12,224,49,110,50,27,96,12,185
